ship_layout,probability_map,action
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'R', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.04638342585930093, 0.0, 0.03257415271173967, 0.004409545121481878, 0.03257415271173967, 0.009000004695945758, 0.014158393627288483, 0.03340635400210577, 0.029315144436574375, 0, 0.0027828202406000456, 0.0, 0.0, 0.017702098153946605, 0.0, 0.020495898468131376, 0.0, 0.041041388579938484, 0.029163727414508876, 0.0, 0.0011675398445854996, 0.0, 0.0, 0.0014542780155999988, 0.033617314153005215, 0.0, 0.006886758530028549, 0.025523970466084542, 0.04419292871255223, 0.0, 0.01986528819803752, 0.0, 0.036198764692806605, 0.0043386040692881475, 0.017260096644404525, 0.0, 0.03340635400210577, 0.010564843653652182, -0.0, 0.03612395035809708, -0.0, 0.01646374269090027, -0.0, -0.0, 0.01866724193041448, 0.04900416038363007, -0.0, 0.0, 0.0, 0.0, 0.02000627341541293, 0.00512991869638762, 0.044609934014700446, 0.0010707425476763365, 0.0, 0.04332012032270603, 0.0, 0.029163727414508876, 0.0, 0.03196141630416378, 0.0, 0.024699184312246852, 0.0, 0.0004720377375132773, 0.024328098925077903, 0.015633969111687678, 0.044150615900551596, 0.0, 0.0, 0.006516155008012585, 0.0, 0.0, 0.0]",up
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'R', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.04837628013652233, 0.0, 0.03397369443070126, 0.004599000313571443, 0.03397369443070126, 0.00938668803209549, 0.014766706074590567, 0.034841651077000886, 0.030574663540553534, 0.0, 0.002902383535386432, 0.0, 0.0, 0.018462665131661806, 0.0, 0.02137650049721847, 0.0, 0.04280472333280335, 0.030416740917522236, 0.0, 0.001217702951988703, 0.0, 0.0, 0.0015167607690828651, 0.035061675087053774, 0.0, 0.007182646682714587, 0.026620602566294314, 0, 0.0, 0.020718796187589275, 0.0, 0.03775403711418868, 0.004525011293775584, 0.018001673118884773, 0.0, 0.034841651077000886, 0.011018759971244197, -0.0, 0.03767600839709663, -0.0, 0.017171103982844473, -0.0, -0.0, 0.019469276110420906, 0.05110961397643704, -0.0, 0.0, 0.0, 0.0, 0.02086583880560439, 0.005350324589796723, 0.046526590582445834, 0.0011167467792829557, 0.0, 0.04518136031254045, 0.0, 0.030416740917522236, 0.0, 0.03333463193038804, 0.0, 0.025760379646326964, 0.0, 0.0004923187410568009, 0.025373350652420613, 0.016305679353804833, 0.04604753796073466, 0.0, 0.0, 0.006796120257197637, 0.0, 0.0, 0.0]",right
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'R', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.05071376205752943, 0.0, 0.03561526125430723, 0.004821218310849066, 0.03561526125430723, 0.009840241168286135, 0.015480215017088237, 0.036525156490411985, 0.03205199340273455, 0.0, 0.0030426231119443773, 0.0, 0.0, 0.019354758236734725, 0.0, 0.022409386517095058, 0.0, 0.04487299453186564, 0.03188644015421464, 0.0, 0.0012765408499708934, 0.0, 0.0, 0.0015900487702730883, 0.036755811788034616, 0.0, 0.007529703271572721, 0.027906877101033713, 0.0, 0.0, 0.02171990275007914, 0.0, 0.03957826541265228, 0.0047436542332844455, 0.01887149166104062, 0.0, 0.036525156490411985, 0.011551172801499308, -0.0, 0.039496466444623055, -0.0, 0.018000790453370136, -0.0, -0.0, 0.02041000741085933, 0.053579167202158905, -0.0, 0.0, 0.0, 0.0, 0.021874050285220128, 0.005608845645257697, 0.04877469779584979, 0.001170706600078397, 0.0, 0.04736446766595886, 0.0, 0.03188644015421464, 0.0, 0.0349453200457374, 0.0, 0.02700508927533601, 0.0, 0.000516106972672494, 0.026599359519948858, 0.017093549578462364, 0, 0.0, 0.0, 0.007124500368056892, 0.0, 0.0, 0.0]",right
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'R', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.053286010909661966, 0.0, 0.037421700200324856, 0.005065754956580334, 0.037421700200324856, 0.010339347289049136, 0.016265385820691796, 0.0383777461632082, 0.03367770011219179, 0.0, 0.0031969477664295374, 0.0, 0.0, 0.020336449451069556, 0.0, 0.023546011299145398, 0.0, 0.04714899426040883, 0.033503749849997586, 0.0, 0.0013412881809283768, 0.0, 0.0, 0.0016706975125125227, 0.038620100510565594, 0.0, 0.007911616776140383, 0.029322339683129417, 0.0, 0.0, 0.022821556278640954, 0.0, 0.041585711589916835, 0.004984256757361398, 0.019828671148298428, 0.0, 0.0383777461632082, 0.01213705895496068, -0.0, 0.041499763702677474, -0.0, 0.018913807171172185, -0.0, -0.0, 0.021445221837961864, 0, -0.0, 0.0, 0.0, 0.0, 0.022983522319139037, 0.005893331476863651, 0.05124859551765879, 0.001230085920130015, 0.0, 0.049766837213053874, 0.0, 0.033503749849997586, 0.0, 0.03671777895488091, 0.0, 0.028374812345997192, 0.0, 0.0005422843950165207, 0.02794850360267405, 0.017960550201137376, 0.0, 0.0, 0.0, 0.00748586160710209, 0.0, 0.0, 0.0]",down
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'R', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.05646479550155516, 0.0, 0.039654097070882674, 0.005367953292079385, 0.039654097070882674, 0.0109561425283922, 0.017235699735082374, 0.04066717609223811, 0.03568674812271989, 0.0, 0.003387662142070122, 0.0, 0.0, 0.021549623247818395, 0.0, 0.024950651966377156, 0.0, 0.04996167424751352, 0.0355024208327884, 0.0, 0.0014213029189438, 0.0, 0.0, 0.001770363211254594, 0.04092398812280366, 0.0, 0.008383585404972357, 0.03107156804516635, 0.0, 0.0, 0.024182979478147397, 0.0, 0.04406651315468498, 0.005281593306145294, 0.021011553357867228, 0.0, 0.04066717609223811, 0.012861096940508828, -0.0, 0.04397543803395604, -0.0, 0.02004211303951144, -0.0, -0.0, 0.022724539609821643, 0.0, -0.0, 0.0, 0.0, 0.0, 0.02435460762592572, 0.006244899007886629, 0.054305837803328955, 0.0013034668713939996, 0.0, 0.05273568499541672, 0.0, 0.0355024208327884, 0.0, 0.03890818330299758, 0.0, 0.03006751582939797, 0.0, 0.0005746344480581168, 0.029615775577100316, 0.01903198938877128, 0, 0.0, 0.0, 0.007932431750512585, 0.0, 0.0, 0.0]",up
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'R', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.05646479550155516, 0.0, 0.039654097070882674, 0.005367953292079385, 0.039654097070882674, 0.0109561425283922, 0.017235699735082374, 0.04066717609223811, 0.03568674812271989, 0.0, 0.003387662142070122, 0.0, 0.0, 0.021549623247818395, 0.0, 0.024950651966377156, 0.0, 0.04996167424751352, 0.0355024208327884, 0.0, 0.0014213029189438, 0.0, 0.0, 0.001770363211254594, 0.04092398812280366, 0.0, 0.008383585404972357, 0.03107156804516635, 0, 0.0, 0.024182979478147397, 0.0, 0.04406651315468498, 0.005281593306145294, 0.021011553357867228, 0.0, 0.04066717609223811, 0.012861096940508828, -0.0, 0.04397543803395604, -0.0, 0.02004211303951144, -0.0, -0.0, 0.022724539609821643, 0.0, -0.0, 0.0, 0.0, 0.0, 0.02435460762592572, 0.006244899007886629, 0.054305837803328955, 0.0013034668713939996, 0.0, 0.05273568499541672, 0.0, 0.0355024208327884, 0.0, 0.03890818330299758, 0.0, 0.03006751582939797, 0.0, 0.0005746344480581168, 0.029615775577100316, 0.01903198938877128, 0.0, 0.0, 0.0, 0.007932431750512585, 0.0, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'R', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.05646479550155516, 0.0, 0.039654097070882674, 0.005367953292079385, 0.039654097070882674, 0.0109561425283922, 0.017235699735082374, 0.04066717609223811, 0.03568674812271989, 0, 0.003387662142070122, 0.0, 0.0, 0.021549623247818395, 0.0, 0.024950651966377156, 0.0, 0.04996167424751352, 0.0355024208327884, 0.0, 0.0014213029189438, 0.0, 0.0, 0.001770363211254594, 0.04092398812280366, 0.0, 0.008383585404972357, 0.03107156804516635, 0.0, 0.0, 0.024182979478147397, 0.0, 0.04406651315468498, 0.005281593306145294, 0.021011553357867228, 0.0, 0.04066717609223811, 0.012861096940508828, -0.0, 0.04397543803395604, -0.0, 0.02004211303951144, -0.0, -0.0, 0.022724539609821643, 0.0, -0.0, 0.0, 0.0, 0.0, 0.02435460762592572, 0.006244899007886629, 0.054305837803328955, 0.0013034668713939996, 0.0, 0.05273568499541672, 0.0, 0.0355024208327884, 0.0, 0.03890818330299758, 0.0, 0.03006751582939797, 0.0, 0.0005746344480581168, 0.029615775577100316, 0.01903198938877128, 0.0, 0.0, 0.0, 0.007932431750512585, 0.0, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'R', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.05646479550155516, 0.0, 0.039654097070882674, 0.005367953292079385, 0.039654097070882674, 0.0109561425283922, 0.017235699735082374, 0.04066717609223811, 0.03568674812271989, 0.0, 0.003387662142070122, 0.0, 0, 0.021549623247818395, 0.0, 0.024950651966377156, 0.0, 0.04996167424751352, 0.0355024208327884, 0.0, 0.0014213029189438, 0.0, 0.0, 0.001770363211254594, 0.04092398812280366, 0.0, 0.008383585404972357, 0.03107156804516635, 0.0, 0.0, 0.024182979478147397, 0.0, 0.04406651315468498, 0.005281593306145294, 0.021011553357867228, 0.0, 0.04066717609223811, 0.012861096940508828, -0.0, 0.04397543803395604, -0.0, 0.02004211303951144, -0.0, -0.0, 0.022724539609821643, 0.0, -0.0, 0.0, 0.0, 0.0, 0.02435460762592572, 0.006244899007886629, 0.054305837803328955, 0.0013034668713939996, 0.0, 0.05273568499541672, 0.0, 0.0355024208327884, 0.0, 0.03890818330299758, 0.0, 0.03006751582939797, 0.0, 0.0005746344480581168, 0.029615775577100316, 0.01903198938877128, 0.0, 0.0, 0.0, 0.007932431750512585, 0.0, 0.0, 0.0]",down
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'R', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.05646479550155516, 0.0, 0.039654097070882674, 0.005367953292079385, 0.039654097070882674, 0.0109561425283922, 0.017235699735082374, 0.04066717609223811, 0.03568674812271989, 0.0, 0.003387662142070122, 0.0, 0.0, 0.021549623247818395, 0.0, 0.024950651966377156, 0.0, 0.04996167424751352, 0.0355024208327884, 0.0, 0.0014213029189438, 0.0, 0.0, 0.001770363211254594, 0.04092398812280366, 0.0, 0.008383585404972357, 0.03107156804516635, 0.0, 0.0, 0.024182979478147397, 0, 0.04406651315468498, 0.005281593306145294, 0.021011553357867228, 0.0, 0.04066717609223811, 0.012861096940508828, -0.0, 0.04397543803395604, -0.0, 0.02004211303951144, -0.0, -0.0, 0.022724539609821643, 0.0, -0.0, 0.0, 0.0, 0.0, 0.02435460762592572, 0.006244899007886629, 0.054305837803328955, 0.0013034668713939996, 0.0, 0.05273568499541672, 0.0, 0.0355024208327884, 0.0, 0.03890818330299758, 0.0, 0.03006751582939797, 0.0, 0.0005746344480581168, 0.029615775577100316, 0.01903198938877128, 0.0, 0.0, 0.0, 0.007932431750512585, 0.0, 0.0, 0.0]",down
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'R', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.05646479550155516, 0.0, 0.039654097070882674, 0.005367953292079385, 0.039654097070882674, 0.0109561425283922, 0.017235699735082374, 0.04066717609223811, 0.03568674812271989, 0.0, 0.003387662142070122, 0.0, 0.0, 0.021549623247818395, 0.0, 0.024950651966377156, 0.0, 0.04996167424751352, 0.0355024208327884, 0, 0.0014213029189438, 0.0, 0.0, 0.001770363211254594, 0.04092398812280366, 0.0, 0.008383585404972357, 0.03107156804516635, 0.0, 0.0, 0.024182979478147397, 0.0, 0.04406651315468498, 0.005281593306145294, 0.021011553357867228, 0.0, 0.04066717609223811, 0.012861096940508828, -0.0, 0.04397543803395604, -0.0, 0.02004211303951144, -0.0, -0.0, 0.022724539609821643, 0.0, -0.0, 0.0, 0.0, 0.0, 0.02435460762592572, 0.006244899007886629, 0.054305837803328955, 0.0013034668713939996, 0.0, 0.05273568499541672, 0.0, 0.0355024208327884, 0.0, 0.03890818330299758, 0.0, 0.03006751582939797, 0.0, 0.0005746344480581168, 0.029615775577100316, 0.01903198938877128, 0.0, 0.0, 0.0, 0.007932431750512585, 0.0, 0.0, 0.0]",down
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'R', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.05646479550155516, 0.0, 0.039654097070882674, 0.005367953292079385, 0.039654097070882674, 0.0109561425283922, 0.017235699735082374, 0.04066717609223811, 0.03568674812271989, 0.0, 0.003387662142070122, 0.0, 0.0, 0.021549623247818395, 0.0, 0.024950651966377156, 0.0, 0.04996167424751352, 0.0355024208327884, 0.0, 0.0014213029189438, 0.0, 0.0, 0.001770363211254594, 0.04092398812280366, 0.0, 0.008383585404972357, 0.03107156804516635, 0.0, 0, 0.024182979478147397, 0.0, 0.04406651315468498, 0.005281593306145294, 0.021011553357867228, 0.0, 0.04066717609223811, 0.012861096940508828, -0.0, 0.04397543803395604, -0.0, 0.02004211303951144, -0.0, -0.0, 0.022724539609821643, 0.0, -0.0, 0.0, 0.0, 0.0, 0.02435460762592572, 0.006244899007886629, 0.054305837803328955, 0.0013034668713939996, 0.0, 0.05273568499541672, 0.0, 0.0355024208327884, 0.0, 0.03890818330299758, 0.0, 0.03006751582939797, 0.0, 0.0005746344480581168, 0.029615775577100316, 0.01903198938877128, 0.0, 0.0, 0.0, 0.007932431750512585, 0.0, 0.0, 0.0]",down
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'R', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0, 0.0, 0.039654097070882674, 0.005367953292079385, 0.039654097070882674, 0.0109561425283922, 0.017235699735082374, 0.04066717609223811, 0.03568674812271989, 0.0, 0.003387662142070122, 0.0, 0.0, 0.021549623247818395, 0.0, 0.024950651966377156, 0.0, 0.04996167424751352, 0.0355024208327884, 0.0, 0.0014213029189438, 0.0, 0.0, 0.001770363211254594, 0.04092398812280366, 0.0, 0.008383585404972357, 0.03107156804516635, 0.0, 0.0, 0.024182979478147397, 0.0, 0.04406651315468498, 0.005281593306145294, 0.021011553357867228, 0.0, 0.04066717609223811, 0.012861096940508828, -0.0, 0.04397543803395604, -0.0, 0.02004211303951144, -0.0, -0.0, 0.022724539609821643, 0.0, -0.0, 0.0, 0.0, 0.0, 0.02435460762592572, 0.006244899007886629, 0.054305837803328955, 0.0013034668713939996, 0.0, 0.05273568499541672, 0.0, 0.0355024208327884, 0.0, 0.03890818330299758, 0.0, 0.03006751582939797, 0.0, 0.0005746344480581168, 0.029615775577100316, 0.01903198938877128, 0.0, 0.0, 0.0, 0.007932431750512585, 0.0, 0.0, 0.0]",left
